anomalia,tipo,grupo,anio,jurisdiccion,jurisdiccion_nombre,nacimientos,casos_total,casos_nv,casos_fm,casos_ile,casos_ne,casos_aislado,casos_acm,casos_sme,factor,prev,ic_inf,ic_sup
xsindactilia,specific,otras,2025,SANJUAN,San Juan,2306,0,0,0,0,0,0,0,0,10000,0.0,0.0,16.0
xsindactilia,specific,otras,2025,SANLUIS,San Luis,2441,2,2,0,0,0,0,1,1,10000,8.19,0.99,29.6
xsindactilia,specific,otras,2025,SANTACRUZ,Santa Cruz,723,0,0,0,0,0,0,0,0,10000,0.0,0.0,51.02
xsindactilia,specific,otras,2025,SANTAFE,Santa Fe,17073,5,5,0,0,0,3,2,0,10000,2.93,0.95,6.83
xsindactilia,specific,otras,2025,SANTIAGO,Santiago del Estero,4400,0,0,0,0,0,0,0,0,10000,0.0,0.0,8.38
xsindactilia,specific,otras,2025,TIERRADELFUEGO,Tierra del Fuego,745,0,0,0,0,0,0,0,0,10000,0.0,0.0,49.52
xsindactilia,specific,otras,2025,TUCUMAN,Tucumán,4199,1,1,0,0,0,1,0,0,10000,2.38,0.06,13.27
xmicroanopht,specific,otras,2009,ARGENTINA,Argentina,2549,0,0,0,0,0,0,0,0,10000,0.0,0.0,14.47
xmicroanopht,specific,otras,2009,CHACO,Chaco,783,0,0,0,0,0,0,0,0,10000,0.0,0.0,47.11
xmicroanopht,specific,otras,2009,CORRIENTES,Corrientes,476,0,0,0,0,0,0,0,0,10000,0.0,0.0,77.5
xmicroanopht,specific,otras,2009,FORMOSA,Formosa,540,0,0,0,0,0,0,0,0,10000,0.0,0.0,68.31
xmicroanopht,specific,otras,2009,MISIONES,Misiones,750,0,0,0,0,0,0,0,0,10000,0.0,0.0,49.19
xmicroanopht,specific,otras,2010,ARGENTINA,Argentina,39587,8,8,0,0,0,1,7,0,10000,2.02,0.87,3.98
xmicroanopht,specific,otras,2010,BUENOSAIRES,Buenos Aires,8204,0,0,0,0,0,0,0,0,10000,0.0,0.0,4.5
xmicroanopht,specific,otras,2010,CABA,CABA,6669,2,2,0,0,0,1,1,0,10000,3.0,0.36,10.83
xmicroanopht,specific,otras,2010,CATAMARCA,Catamarca,556,0,0,0,0,0,0,0,0,10000,0.0,0.0,66.35
xmicroanopht,specific,otras,2010,CHACO,Chaco,5538,4,4,0,0,0,0,4,0,10000,7.22,1.97,18.49
xmicroanopht,specific,otras,2010,CORRIENTES,Corrientes,3167,0,0,0,0,0,0,0,0,10000,0.0,0.0,11.65
xmicroanopht,specific,otras,2010,FORMOSA,Formosa,3282,1,1,0,0,0,0,1,0,10000,3.05,0.08,16.98
xmicroanopht,specific,otras,2010,JUJUY,Jujuy,977,0,0,0,0,0,0,0,0,10000,0.0,0.0,37.76
xmicroanopht,specific,otras,2010,MISIONES,Misiones,4963,0,0,0,0,0,0,0,0,10000,0.0,0.0,7.43
xmicroanopht,specific,otras,2010,SALTA,Salta,2081,0,0,0,0,0,0,0,0,10000,0.0,0.0,17.73
xmicroanopht,specific,otras,2010,SANTAFE,Santa Fe,402,0,0,0,0,0,0,0,0,10000,0.0,0.0,91.76
xmicroanopht,specific,otras,2010,SANTIAGO,Santiago del Estero,1461,0,0,0,0,0,0,0,0,10000,0.0,0.0,25.25
xmicroanopht,specific,otras,2010,TUCUMAN,Tucumán,2287,1,1,0,0,0,0,1,0,10000,4.37,0.11,24.36
xmicroanopht,specific,otras,2011,ARGENTINA,Argentina,140066,20,19,1,0,0,4,15,1,10000,1.43,0.87,2.21
xmicroanopht,specific,otras,2011,BUENOSAIRES,Buenos Aires,38836,4,4,0,0,0,1,3,0,10000,1.03,0.28,2.64
xmicroanopht,specific,otras,2011,CABA,CABA,30693,5,5,0,0,0,3,2,0,10000,1.63,0.53,3.8
xmicroanopht,specific,otras,2011,CATAMARCA,Catamarca,2378,0,0,0,0,0,0,0,0,10000,0.0,0.0,15.51
xmicroanopht,specific,otras,2011,CHACO,Chaco,5655,1,1,0,0,0,0,1,0,10000,1.77,0.04,9.85
xmicroanopht,specific,otras,2011,CHUBUT,Chubut,605,0,0,0,0,0,0,0,0,10000,0.0,0.0,60.97
xmicroanopht,specific,otras,2011,CORDOBA,Córdoba,3631,2,1,1,0,0,0,2,0,10000,5.51,0.67,19.9
xmicroanopht,specific,otras,2011,CORRIENTES,Corrientes,3111,0,0,0,0,0,0,0,0,10000,0.0,0.0,11.86
xmicroanopht,specific,otras,2011,ENTRERIOS,Entre Ríos,1636,1,1,0,0,0,0,1,0,10000,6.11,0.15,34.06
xmicroanopht,specific,otras,2011,FORMOSA,Formosa,3295,1,1,0,0,0,0,1,0,10000,3.03,0.08,16.91
xmicroanopht,specific,otras,2011,JUJUY,Jujuy,3736,1,1,0,0,0,0,1,0,10000,2.68,0.07,14.91
xmicroanopht,specific,otras,2011,LAPAMPA,La Pampa,466,0,0,0,0,0,0,0,0,10000,0.0,0.0,79.16
xmicroanopht,specific,otras,2011,LARIOJA,La Rioja,461,0,0,0,0,0,0,0,0,10000,0.0,0.0,80.02
xmicroanopht,specific,otras,2011,MENDOZA,Mendoza,2181,0,0,0,0,0,0,0,0,10000,0.0,0.0,16.91
xmicroanopht,specific,otras,2011,MISIONES,Misiones,5139,0,0,0,0,0,0,0,0,10000,0.0,0.0,7.18
xmicroanopht,specific,otras,2011,NEUQUEN,Neuquén,636,0,0,0,0,0,0,0,0,10000,0.0,0.0,58.0
xmicroanopht,specific,otras,2011,RIONEGRO,Río Negro,526,0,0,0,0,0,0,0,0,10000,0.0,0.0,70.13
xmicroanopht,specific,otras,2011,SALTA,Salta,8585,3,3,0,0,0,0,2,1,10000,3.49,0.72,10.21
xmicroanopht,specific,otras,2011,SANJUAN,San Juan,1715,0,0,0,0,0,0,0,0,10000,0.0,0.0,21.51
xmicroanopht,specific,otras,2011,SANLUIS,San Luis,525,0,0,0,0,0,0,0,0,10000,0.0,0.0,70.26
xmicroanopht,specific,otras,2011,SANTACRUZ,Santa Cruz,271,0,0,0,0,0,0,0,0,10000,0.0,0.0,136.12
xmicroanopht,specific,otras,2011,SANTAFE,Santa Fe,7913,1,1,0,0,0,0,1,0,10000,1.26,0.03,7.04
xmicroanopht,specific,otras,2011,SANTIAGO,Santiago del Estero,6373,0,0,0,0,0,0,0,0,10000,0.0,0.0,5.79
xmicroanopht,specific,otras,2011,TIERRADELFUEGO,Tierra del Fuego,380,0,0,0,0,0,0,0,0,10000,0.0,0.0,97.08
xmicroanopht,specific,otras,2011,TUCUMAN,Tucumán,11319,1,1,0,0,0,0,1,0,10000,0.88,0.02,4.92
xmicroanopht,specific,otras,2012,ARGENTINA,Argentina,239971,41,37,4,0,0,9,30,2,10000,1.71,1.23,2.32
xmicroanopht,specific,otras,2012,BUENOSAIRES,Buenos Aires,74693,12,11,1,0,0,2,10,0,10000,1.61,0.83,2.81
xmicroanopht,specific,otras,2012,CABA,CABA,29854,6,5,1,0,0,1,4,1,10000,2.01,0.74,4.37
xmicroanopht,specific,otras,2012,CATAMARCA,Catamarca,2274,1,1,0,0,0,1,0,0,10000,4.4,0.11,24.5
xmicroanopht,specific,otras,2012,CHACO,Chaco,5869,0,0,0,0,0,0,0,0,10000,0.0,0.0,6.29
xmicroanopht,specific,otras,2012,CHUBUT,Chubut,2477,0,0,0,0,0,0,0,0,10000,0.0,0.0,14.89
xmicroanopht,specific,otras,2012,CORDOBA,Córdoba,15339,5,5,0,0,0,1,3,1,10000,3.26,1.06,7.61
xmicroanopht,specific,otras,2012,CORRIENTES,Corrientes,3125,0,0,0,0,0,0,0,0,10000,0.0,0.0,11.8
xmicroanopht,specific,otras,2012,ENTRERIOS,Entre Ríos,7211,1,1,0,0,0,0,1,0,10000,1.39,0.04,7.73
xmicroanopht,specific,otras,2012,FORMOSA,Formosa,3342,0,0,0,0,0,0,0,0,10000,0.0,0.0,11.04
xmicroanopht,specific,otras,2012,JUJUY,Jujuy,4052,0,0,0,0,0,0,0,0,10000,0.0,0.0,9.1
xmicroanopht,specific,otras,2012,LAPAMPA,La Pampa,2090,0,0,0,0,0,0,0,0,10000,0.0,0.0,17.65
xmicroanopht,specific,otras,2012,LARIOJA,La Rioja,2075,0,0,0,0,0,0,0,0,10000,0.0,0.0,17.78
xmicroanopht,specific,otras,2012,MENDOZA,Mendoza,10281,2,1,1,0,0,0,2,0,10000,1.95,0.24,7.03
xmicroanopht,specific,otras,2012,MISIONES,Misiones,6552,1,0,1,0,0,0,1,0,10000,1.53,0.04,8.5
xmicroanopht,specific,otras,2012,NEUQUEN,Neuquén,2580,1,1,0,0,0,1,0,0,10000,3.88,0.1,21.6
xmicroanopht,specific,otras,2012,RIONEGRO,Río Negro,2037,1,1,0,0,0,1,0,0,10000,4.91,0.12,27.35
xmicroanopht,specific,otras,2012,SALTA,Salta,11771,3,3,0,0,0,0,3,0,10000,2.55,0.53,7.45
xmicroanopht,specific,otras,2012,SANJUAN,San Juan,7015,1,1,0,0,0,0,1,0,10000,1.43,0.04,7.94
xmicroanopht,specific,otras,2012,SANLUIS,San Luis,2313,0,0,0,0,0,0,0,0,10000,0.0,0.0,15.95
xmicroanopht,specific,otras,2012,SANTACRUZ,Santa Cruz,1051,0,0,0,0,0,0,0,0,10000,0.0,0.0,35.1
xmicroanopht,specific,otras,2012,SANTAFE,Santa Fe,19845,4,4,0,0,0,2,2,0,10000,2.02,0.55,5.16
xmicroanopht,specific,otras,2012,SANTIAGO,Santiago del Estero,6816,1,1,0,0,0,0,1,0,10000,1.47,0.04,8.17
xmicroanopht,specific,otras,2012,TIERRADELFUEGO,Tierra del Fuego,886,0,0,0,0,0,0,0,0,10000,0.0,0.0,41.64
xmicroanopht,specific,otras,2012,TUCUMAN,Tucumán,16423,2,2,0,0,0,0,2,0,10000,1.22,0.15,4.4
xmicroanopht,specific,otras,2013,ARGENTINA,Argentina,281152,29,28,1,0,0,5,22,2,10000,1.03,0.69,1.48
xmicroanopht,specific,otras,2013,BUENOSAIRES,Buenos Aires,91485,9,8,1,0,0,2,6,1,10000,0.98,0.45,1.87
xmicroanopht,specific,otras,2013,CABA,CABA,30289,6,6,0,0,0,2,4,0,10000,1.98,0.73,4.31
xmicroanopht,specific,otras,2013,CATAMARCA,Catamarca,2286,0,0,0,0,0,0,0,0,10000,0.0,0.0,16.14
xmicroanopht,specific,otras,2013,CHACO,Chaco,9841,0,0,0,0,0,0,0,0,10000,0.0,0.0,3.75
xmicroanopht,specific,otras,2013,CHUBUT,Chubut,3409,0,0,0,0,0,0,0,0,10000,0.0,0.0,10.82
xmicroanopht,specific,otras,2013,CORDOBA,Córdoba,17453,6,6,0,0,0,1,5,0,10000,3.44,1.26,7.48
xmicroanopht,specific,otras,2013,CORRIENTES,Corrientes,3681,0,0,0,0,0,0,0,0,10000,0.0,0.0,10.02
xmicroanopht,specific,otras,2013,ENTRERIOS,Entre Ríos,6026,0,0,0,0,0,0,0,0,10000,0.0,0.0,6.12
xmicroanopht,specific,otras,2013,FORMOSA,Formosa,3458,1,1,0,0,0,0,1,0,10000,2.89,0.07,16.11
xmicroanopht,specific,otras,2013,JUJUY,Jujuy,6660,0,0,0,0,0,0,0,0,10000,0.0,0.0,5.54
xmicroanopht,specific,otras,2013,LAPAMPA,La Pampa,2423,1,1,0,0,0,0,1,0,10000,4.13,0.1,22.99
xmicroanopht,specific,otras,2013,LARIOJA,La Rioja,2775,0,0,0,0,0,0,0,0,10000,0.0,0.0,13.29
xmicroanopht,specific,otras,2013,MENDOZA,Mendoza,14862,0,0,0,0,0,0,0,0,10000,0.0,0.0,2.48
xmicroanopht,specific,otras,2013,MISIONES,Misiones,10948,0,0,0,0,0,0,0,0,10000,0.0,0.0,3.37
xmicroanopht,specific,otras,2013,NEUQUEN,Neuquén,3775,0,0,0,0,0,0,0,0,10000,0.0,0.0,9.77
xmicroanopht,specific,otras,2013,RIONEGRO,Río Negro,2101,0,0,0,0,0,0,0,0,10000,0.0,0.0,17.56
xmicroanopht,specific,otras,2013,SALTA,Salta,13783,0,0,0,0,0,0,0,0,10000,0.0,0.0,2.68
xmicroanopht,specific,otras,2013,SANJUAN,San Juan,7676,3,3,0,0,0,0,3,0,10000,3.91,0.81,11.42
xmicroanopht,specific,otras,2013,SANLUIS,San Luis,3862,0,0,0,0,0,0,0,0,10000,0.0,0.0,9.55
xmicroanopht,specific,otras,2013,SANTACRUZ,Santa Cruz,1045,1,1,0,0,0,0,0,1,10000,9.57,0.24,53.32
xmicroanopht,specific,otras,2013,SANTAFE,Santa Fe,19879,0,0,0,0,0,0,0,0,10000,0.0,0.0,1.86
xmicroanopht,specific,otras,2013,SANTIAGO,Santiago del Estero,6683,0,0,0,0,0,0,0,0,10000,0.0,0.0,5.52
xmicroanopht,specific,otras,2013,TIERRADELFUEGO,Tierra del Fuego,1143,0,0,0,0,0,0,0,0,10000,0.0,0.0,32.27
xmicroanopht,specific,otras,2013,TUCUMAN,Tucumán,15609,2,2,0,0,0,0,2,0,10000,1.28,0.16,4.63
xmicroanopht,specific,otras,2014,ARGENTINA,Argentina,319783,44,43,1,0,0,11,27,6,10000,1.38,1.0,1.85
xmicroanopht,specific,otras,2014,BUENOSAIRES,Buenos Aires,92612,14,14,0,0,0,3,8,3,10000,1.51,0.83,2.54
xmicroanopht,specific,otras,2014,CABA,CABA,40199,6,6,0,0,0,3,3,0,10000,1.49,0.55,3.25
xmicroanopht,specific,otras,2014,CATAMARCA,Catamarca,3277,0,0,0,0,0,0,0,0,10000,0.0,0.0,11.26
xmicroanopht,specific,otras,2014,CHACO,Chaco,11839,2,2,0,0,0,1,1,0,10000,1.69,0.2,6.1
xmicroanopht,specific,otras,2014,CHUBUT,Chubut,3338,0,0,0,0,0,0,0,0,10000,0.0,0.0,11.05
xmicroanopht,specific,otras,2014,CORDOBA,Córdoba,18574,2,2,0,0,0,0,2,0,10000,1.08,0.13,3.89
xmicroanopht,specific,otras,2014,CORRIENTES,Corrientes,5426,0,0,0,0,0,0,0,0,10000,0.0,0.0,6.8
xmicroanopht,specific,otras,2014,ENTRERIOS,Entre Ríos,8066,4,4,0,0,0,0,4,0,10000,4.96,1.35,12.7
xmicroanopht,specific,otras,2014,FORMOSA,Formosa,3570,1,1,0,0,0,0,1,0,10000,2.8,0.07,15.61
xmicroanopht,specific,otras,2014,JUJUY,Jujuy,7910,2,2,0,0,0,0,2,0,10000,2.53,0.31,9.13
xmicroanopht,specific,otras,2014,LAPAMPA,La Pampa,2528,0,0,0,0,0,0,0,0,10000,0.0,0.0,14.59
xmicroanopht,specific,otras,2014,LARIOJA,La Rioja,4472,0,0,0,0,0,0,0,0,10000,0.0,0.0,8.25
xmicroanopht,specific,otras,2014,MENDOZA,Mendoza,15928,3,3,0,0,0,1,1,1,10000,1.88,0.39,5.5
xmicroanopht,specific,otras,2014,MISIONES,Misiones,12857,0,0,0,0,0,0,0,0,10000,0.0,0.0,2.87
xmicroanopht,specific,otras,2014,NEUQUEN,Neuquén,5886,0,0,0,0,0,0,0,0,10000,0.0,0.0,6.27
xmicroanopht,specific,otras,2014,RIONEGRO,Río Negro,2149,0,0,0,0,0,0,0,0,10000,0.0,0.0,17.17
xmicroanopht,specific,otras,2014,SALTA,Salta,14650,2,2,0,0,0,0,1,1,10000,1.37,0.17,4.93
xmicroanopht,specific,otras,2014,SANJUAN,San Juan,10064,2,2,0,0,0,0,2,0,10000,1.99,0.24,7.18
xmicroanopht,specific,otras,2014,SANLUIS,San Luis,4613,0,0,0,0,0,0,0,0,10000,0.0,0.0,8.0
xmicroanopht,specific,otras,2014,SANTACRUZ,Santa Cruz,1215,0,0,0,0,0,0,0,0,10000,0.0,0.0,30.36
xmicroanopht,specific,otras,2014,SANTAFE,Santa Fe,21420,3,2,1,0,0,2,1,0,10000,1.4,0.29,4.09
xmicroanopht,specific,otras,2014,SANTIAGO,Santiago del Estero,7304,2,2,0,0,0,1,1,0,10000,2.74,0.33,9.89
xmicroanopht,specific,otras,2014,TIERRADELFUEGO,Tierra del Fuego,1460,0,0,0,0,0,0,0,0,10000,0.0,0.0,25.27
xmicroanopht,specific,otras,2014,TUCUMAN,Tucumán,20426,1,1,0,0,0,0,0,1,10000,0.49,0.01,2.73
xmicroanopht,specific,otras,2015,ARGENTINA,Argentina,335050,49,46,3,0,0,12,33,4,10000,1.46,1.08,1.93
xmicroanopht,specific,otras,2015,BUENOSAIRES,Buenos Aires,101620,13,13,0,0,0,6,6,1,10000,1.28,0.68,2.19
xmicroanopht,specific,otras,2015,CABA,CABA,46678,9,7,2,0,0,2,5,2,10000,1.93,0.88,3.66
xmicroanopht,specific,otras,2015,CATAMARCA,Catamarca,3567,0,0,0,0,0,0,0,0,10000,0.0,0.0,10.34
xmicroanopht,specific,otras,2015,CHACO,Chaco,9860,0,0,0,0,0,0,0,0,10000,0.0,0.0,3.74
xmicroanopht,specific,otras,2015,CHUBUT,Chubut,4441,1,1,0,0,0,0,0,1,10000,2.25,0.06,12.55
xmicroanopht,specific,otras,2015,CORDOBA,Córdoba,16237,1,1,0,0,0,0,1,0,10000,0.62,0.02,3.43
xmicroanopht,specific,otras,2015,CORRIENTES,Corrientes,5697,3,3,0,0,0,0,3,0,10000,5.27,1.09,15.39
xmicroanopht,specific,otras,2015,ENTRERIOS,Entre Ríos,7365,0,0,0,0,0,0,0,0,10000,0.0,0.0,5.01
xmicroanopht,specific,otras,2015,FORMOSA,Formosa,3443,0,0,0,0,0,0,0,0,10000,0.0,0.0,10.71
xmicroanopht,specific,otras,2015,JUJUY,Jujuy,7499,1,1,0,0,0,0,1,0,10000,1.33,0.03,7.43
xmicroanopht,specific,otras,2015,LAPAMPA,La Pampa,1623,0,0,0,0,0,0,0,0,10000,0.0,0.0,22.73
xmicroanopht,specific,otras,2015,LARIOJA,La Rioja,3741,0,0,0,0,0,0,0,0,10000,0.0,0.0,9.86
xmicroanopht,specific,otras,2015,MENDOZA,Mendoza,15820,1,1,0,0,0,1,0,0,10000,0.63,0.02,3.52
xmicroanopht,specific,otras,2015,MISIONES,Misiones,13695,4,4,0,0,0,0,4,0,10000,2.92,0.8,7.48
xmicroanopht,specific,otras,2015,NEUQUEN,Neuquén,7830,2,2,0,0,0,1,1,0,10000,2.55,0.31,9.23
xmicroanopht,specific,otras,2015,RIONEGRO,Río Negro,3899,0,0,0,0,0,0,0,0,10000,0.0,0.0,9.46
xmicroanopht,specific,otras,2015,SALTA,Salta,14501,8,8,0,0,0,0,8,0,10000,5.52,2.38,10.87
xmicroanopht,specific,otras,2015,SANJUAN,San Juan,9164,0,0,0,0,0,0,0,0,10000,0.0,0.0,4.03
xmicroanopht,specific,otras,2015,SANLUIS,San Luis,5593,1,1,0,0,0,1,0,0,10000,1.79,0.05,9.96
xmicroanopht,specific,otras,2015,SANTACRUZ,Santa Cruz,2581,1,1,0,0,0,0,1,0,10000,3.87,0.1,21.59
xmicroanopht,specific,otras,2015,SANTAFE,Santa Fe,22881,3,2,1,0,0,1,2,0,10000,1.31,0.27,3.83
xmicroanopht,specific,otras,2015,SANTIAGO,Santiago del Estero,6851,0,0,0,0,0,0,0,0,10000,0.0,0.0,5.38
xmicroanopht,specific,otras,2015,TIERRADELFUEGO,Tierra del Fuego,1356,0,0,0,0,0,0,0,0,10000,0.0,0.0,27.2
xmicroanopht,specific,otras,2015,TUCUMAN,Tucumán,19108,1,1,0,0,0,0,1,0,10000,0.52,0.01,2.92
xmicroanopht,specific,otras,2016,ARGENTINA,Argentina,305452,43,41,2,0,0,11,26,6,10000,1.41,1.02,1.9
xmicroanopht,specific,otras,2016,BUENOSAIRES,Buenos Aires,90015,16,16,0,0,0,3,11,2,10000,1.78,1.02,2.89
xmicroanopht,specific,otras,2016,CABA,CABA,43803,5,5,0,0,0,2,3,0,10000,1.14,0.37,2.66
xmicroanopht,specific,otras,2016,CATAMARCA,Catamarca,2675,0,0,0,0,0,0,0,0,10000,0.0,0.0,13.79
xmicroanopht,specific,otras,2016,CHACO,Chaco,12690,1,1,0,0,0,0,1,0,10000,0.79,0.02,4.39
xmicroanopht,specific,otras,2016,CHUBUT,Chubut,3687,1,1,0,0,0,1,0,0,10000,2.71,0.07,15.11
xmicroanopht,specific,otras,2016,CORDOBA,Córdoba,12624,4,4,0,0,0,2,1,1,10000,3.17,0.86,8.11
xmicroanopht,specific,otras,2016,CORRIENTES,Corrientes,5554,2,2,0,0,0,1,1,0,10000,3.6,0.44,13.01
xmicroanopht,specific,otras,2016,ENTRERIOS,Entre Ríos,4848,0,0,0,0,0,0,0,0,10000,0.0,0.0,7.61
xmicroanopht,specific,otras,2016,FORMOSA,Formosa,3941,1,1,0,0,0,0,1,0,10000,2.54,0.06,14.14
xmicroanopht,specific,otras,2016,JUJUY,Jujuy,7903,0,0,0,0,0,0,0,0,10000,0.0,0.0,4.67
xmicroanopht,specific,otras,2016,LAPAMPA,La Pampa,1349,0,0,0,0,0,0,0,0,10000,0.0,0.0,27.35
xmicroanopht,specific,otras,2016,LARIOJA,La Rioja,3387,2,1,1,0,0,0,2,0,10000,5.9,0.72,21.33
xmicroanopht,specific,otras,2016,MENDOZA,Mendoza,14276,0,0,0,0,0,0,0,0,10000,0.0,0.0,2.58
xmicroanopht,specific,otras,2016,MISIONES,Misiones,13472,3,3,0,0,0,0,1,2,10000,2.23,0.46,6.51
xmicroanopht,specific,otras,2016,NEUQUEN,Neuquén,7637,2,2,0,0,0,0,2,0,10000,2.62,0.32,9.46
xmicroanopht,specific,otras,2016,RIONEGRO,Río Negro,4596,1,1,0,0,0,0,0,1,10000,2.18,0.06,12.12
xmicroanopht,specific,otras,2016,SALTA,Salta,13947,3,2,1,0,0,1,2,0,10000,2.15,0.44,6.29
xmicroanopht,specific,otras,2016,SANJUAN,San Juan,7122,0,0,0,0,0,0,0,0,10000,0.0,0.0,5.18
xmicroanopht,specific,otras,2016,SANLUIS,San Luis,3783,0,0,0,0,0,0,0,0,10000,0.0,0.0,9.75
xmicroanopht,specific,otras,2016,SANTACRUZ,Santa Cruz,1416,0,0,0,0,0,0,0,0,10000,0.0,0.0,26.05
xmicroanopht,specific,otras,2016,SANTAFE,Santa Fe,22132,2,2,0,0,0,1,1,0,10000,0.9,0.11,3.26
xmicroanopht,specific,otras,2016,SANTIAGO,Santiago del Estero,7013,0,0,0,0,0,0,0,0,10000,0.0,0.0,5.26
xmicroanopht,specific,otras,2016,TIERRADELFUEGO,Tierra del Fuego,1356,0,0,0,0,0,0,0,0,10000,0.0,0.0,27.2
xmicroanopht,specific,otras,2016,TUCUMAN,Tucumán,16226,0,0,0,0,0,0,0,0,10000,0.0,0.0,2.27
xmicroanopht,specific,otras,2017,ARGENTINA,Argentina,274079,34,33,1,0,0,7,24,3,10000,1.24,0.86,1.73
xmicroanopht,specific,otras,2017,BUENOSAIRES,Buenos Aires,89408,14,13,1,0,0,5,7,2,10000,1.57,0.86,2.63
xmicroanopht,specific,otras,2017,CABA,CABA,40650,4,4,0,0,0,0,4,0,10000,0.98,0.27,2.52
xmicroanopht,specific,otras,2017,CATAMARCA,Catamarca,2671,0,0,0,0,0,0,0,0,10000,0.0,0.0,13.81
xmicroanopht,specific,otras,2017,CHACO,Chaco,7786,1,1,0,0,0,0,1,0,10000,1.28,0.03,7.16
xmicroanopht,specific,otras,2017,CHUBUT,Chubut,4436,0,0,0,0,0,0,0,0,10000,0.0,0.0,8.32
xmicroanopht,specific,otras,2017,CORDOBA,Córdoba,11797,0,0,0,0,0,0,0,0,10000,0.0,0.0,3.13
xmicroanopht,specific,otras,2017,CORRIENTES,Corrientes,5608,1,1,0,0,0,1,0,0,10000,1.78,0.05,9.94
xmicroanopht,specific,otras,2017,ENTRERIOS,Entre Ríos,4460,0,0,0,0,0,0,0,0,10000,0.0,0.0,8.27
xmicroanopht,specific,otras,2017,FORMOSA,Formosa,3787,1,1,0,0,0,0,1,0,10000,2.64,0.07,14.71
xmicroanopht,specific,otras,2017,JUJUY,Jujuy,7104,1,1,0,0,0,0,1,0,10000,1.41,0.04,7.84
xmicroanopht,specific,otras,2017,LAPAMPA,La Pampa,1399,0,0,0,0,0,0,0,0,10000,0.0,0.0,26.37
xmicroanopht,specific,otras,2017,LARIOJA,La Rioja,2748,2,2,0,0,0,0,2,0,10000,7.28,0.88,26.29
xmicroanopht,specific,otras,2017,MENDOZA,Mendoza,10067,2,2,0,0,0,1,1,0,10000,1.99,0.24,7.18
xmicroanopht,specific,otras,2017,MISIONES,Misiones,13447,0,0,0,0,0,0,0,0,10000,0.0,0.0,2.74
xmicroanopht,specific,otras,2017,NEUQUEN,Neuquén,4675,1,1,0,0,0,0,1,0,10000,2.14,0.05,11.92
xmicroanopht,specific,otras,2017,RIONEGRO,Río Negro,3172,0,0,0,0,0,0,0,0,10000,0.0,0.0,11.63
xmicroanopht,specific,otras,2017,SALTA,Salta,13072,2,2,0,0,0,0,2,0,10000,1.53,0.19,5.53
xmicroanopht,specific,otras,2017,SANJUAN,San Juan,6954,1,1,0,0,0,0,1,0,10000,1.44,0.04,8.01
xmicroanopht,specific,otras,2017,SANLUIS,San Luis,2381,0,0,0,0,0,0,0,0,10000,0.0,0.0,15.49
xmicroanopht,specific,otras,2017,SANTACRUZ,Santa Cruz,1357,0,0,0,0,0,0,0,0,10000,0.0,0.0,27.18
xmicroanopht,specific,otras,2017,SANTAFE,Santa Fe,18253,0,0,0,0,0,0,0,0,10000,0.0,0.0,2.02
xmicroanopht,specific,otras,2017,SANTIAGO,Santiago del Estero,6819,0,0,0,0,0,0,0,0,10000,0.0,0.0,5.41
xmicroanopht,specific,otras,2017,TIERRADELFUEGO,Tierra del Fuego,1288,0,0,0,0,0,0,0,0,10000,0.0,0.0,28.64
xmicroanopht,specific,otras,2017,TUCUMAN,Tucumán,10740,4,4,0,0,0,0,3,1,10000,3.72,1.01,9.54
xmicroanopht,specific,otras,2018,ARGENTINA,Argentina,265305,27,26,1,0,0,3,18,6,10000,1.02,0.67,1.48
xmicroanopht,specific,otras,2018,BUENOSAIRES,Buenos Aires,86810,13,12,1,0,0,1,7,5,10000,1.5,0.8,2.56
xmicroanopht,specific,otras,2018,CABA,CABA,34494,5,5,0,0,0,1,4,0,10000,1.45,0.47,3.38
xmicroanopht,specific,otras,2018,CATAMARCA,Catamarca,2794,0,0,0,0,0,0,0,0,10000,0.0,0.0,13.2
xmicroanopht,specific,otras,2018,CHACO,Chaco,8546,2,2,0,0,0,1,1,0,10000,2.34,0.28,8.45
xmicroanopht,specific,otras,2018,CHUBUT,Chubut,3783,0,0,0,0,0,0,0,0,10000,0.0,0.0,9.75
xmicroanopht,specific,otras,2018,CORDOBA,Córdoba,15580,0,0,0,0,0,0,0,0,10000,0.0,0.0,2.37
xmicroanopht,specific,otras,2018,CORRIENTES,Corrientes,5245,1,1,0,0,0,0,1,0,10000,1.91,0.05,10.62
xmicroanopht,specific,otras,2018,ENTRERIOS,Entre Ríos,8243,0,0,0,0,0,0,0,0,10000,0.0,0.0,4.48
xmicroanopht,specific,otras,2018,FORMOSA,Formosa,4074,0,0,0,0,0,0,0,0,10000,0.0,0.0,9.05
xmicroanopht,specific,otras,2018,JUJUY,Jujuy,6717,2,2,0,0,0,0,2,0,10000,2.98,0.36,10.76
xmicroanopht,specific,otras,2018,LAPAMPA,La Pampa,1542,0,0,0,0,0,0,0,0,10000,0.0,0.0,23.92
xmicroanopht,specific,otras,2018,LARIOJA,La Rioja,3361,1,1,0,0,0,0,0,1,10000,2.98,0.08,16.58
xmicroanopht,specific,otras,2018,MENDOZA,Mendoza,3452,0,0,0,0,0,0,0,0,10000,0.0,0.0,10.69
xmicroanopht,specific,otras,2018,MISIONES,Misiones,13563,1,1,0,0,0,0,1,0,10000,0.74,0.02,4.11
